"","Sector","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","foreign_any","left","invest_any","X.y","No.of.companies.in.corporate.group","X.x.x","Profit.margin.Last.avail..yr","Berry.ratio.Last.avail..yr","EBITDA.margin.Last.avail..yr","Salaries..Turnover.Last.avail..yr","X.y.y","LA.Number.x","LA_Code.x","year.x","category.x","subcategory.x","variable.x","number","percent.x","year.y","children_in_care","X.x.x.x","LA.Number.y","LA_Code.y","year.x.x","category.y","subcategory.y","variable.y","outsideno","outside","X.y.y.y","LA.Number","LA_Code","year.y.y","category","subcategory","variable","others_inside","percent.y","IMD.2019...Extent","Average_house_price","net_gain","high_net_gain","high_need_areas","low_cost_areas","joined","age","month","year","age_months","age_years","rating_numeric"
"48","Private","SC456053",3,"DORSET",NA,NA,"Good",2014-11-17,1,NA,"2015-12-31",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105912,"835","E10000009",2023,"net gain","net gain","Net gain of children by responsible LA","z",NA,2023,"435",143466,"838","E06000059",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","202","46",105910,"835","E10000009",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","z",NA,0.05,349665,NA,NA,0,0,0,NA,NA,NA,NA,NA,3
"49","Private","SC061928",8,"MANCHESTER",NA,NA,"Good",2014-11-13,1,NA,"2016-03-21",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105780,"352","E08000003",2023,"net gain","net gain","Net gain of children by responsible LA","-315",NA,2023,"1332",136704,"352","E08000003",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","656","49",105778,"352","E08000003",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","341",NA,0.5999,248260,-315,0,0,0,0,NA,NA,NA,NA,NA,3
"50","Private","SC446262",2,"STAFFORDSHIRE",NA,NA,"Outstanding",2014-11-13,1,NA,"2015-11-24",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,NA,NA,NA,NA,NA,4
"51","Local Authority","SC031537",6,"SLOUGH",NA,NA,"Good",2014-11-11,1,NA,"2015-09-30",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105981,"871","E06000039",2023,"net gain","net gain","Net gain of children by responsible LA","-83",NA,2023,"253",141534,"871","E06000039",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","165","65",105979,"871","E06000039",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","82",NA,0.1122,327411,-83,0,1,0,0,NA,NA,NA,NA,NA,3
"52","Private","SC396056",1,"SOMERSET",NA,NA,NA,2014-11-05,1,NA,"2015-11-24",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106086,"933","E10000027",2023,"net gain","net gain","Net gain of children by responsible LA","3",NA,2023,"564",143742,"933","E10000027",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","213","38",106084,"933","E10000027",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","216",NA,0.0847,290264,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"53","Local Authority","SC035454",4,"LANCASHIRE",NA,NA,"Good",2014-11-04,1,NA,"2016-01-15",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,0,NA,NA,NA,NA,NA,3
"54","Voluntary","SC060759",6,"LEWISHAM",NA,NA,"Good",2014-10-29,1,NA,"2015-12-17",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105663,"209","E09000023",2023,"net gain","net gain","Net gain of children by responsible LA","-53",NA,2023,"439",144363,"209","E09000023",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","314","72",105661,"209","E09000023",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","261",NA,0.2464,435559,-53,0,1,0,0,NA,NA,NA,NA,NA,3
"55","Private","SC022212",48,"DEVON",NA,NA,NA,2014-10-28,1,NA,"2015-09-16",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105999,"878","E10000008",2023,"net gain","net gain","Net gain of children by responsible LA","85",NA,2023,"893",143535,"878","E10000008",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","257","29",105997,"878","E10000008",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","342",NA,0.0467,327044,85,0,0,0,0,NA,NA,NA,NA,NA,NA
"56","Private","SC457127",2,"STAFFORDSHIRE",NA,NA,"Good",2014-10-24,1,NA,"2015-09-04",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,NA,NA,NA,NA,NA,3
"57","Voluntary","SC437948",4,"MEDWAY",NA,NA,"Inadequate",2014-10-23,1,NA,"2015-04-23",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106026,"887","E06000035",2023,"net gain","net gain","Net gain of children by responsible LA","98",NA,2023,"465",141258,"887","E06000035",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","269","58",106024,"887","E06000035",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","367",NA,0.2389,297694,98,0,1,0,0,NA,NA,NA,NA,NA,1
"58","Local Authority","SC036758",4,"SHROPSHIRE",NA,NA,"Good",2014-10-16,1,NA,"2015-04-14",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106044,"893","E06000051",2023,"net gain","net gain","Net gain of children by responsible LA","57",NA,2023,"656",139740,"893","E06000051",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","253","39",106042,"893","E06000051",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","310",NA,0.0426,268548,57,0,0,0,0,NA,NA,NA,NA,NA,3
"59","Private","SC383317",2,"STOKE ON TRENT",NA,NA,NA,2014-10-15,1,NA,"2015-09-16",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105960,"861","E06000021",2023,"net gain","net gain","Net gain of children by responsible LA","-412",NA,2023,"1107",139671,"861","E06000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","597","54",105958,"861","E06000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","185",NA,0.5073,139532,-412,0,1,1,0,NA,NA,NA,NA,NA,NA
"60","Private","SC062877",2,"SOMERSET",NA,NA,NA,2014-10-15,1,NA,"2015-06-30",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106086,"933","E10000027",2023,"net gain","net gain","Net gain of children by responsible LA","3",NA,2023,"564",143742,"933","E10000027",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","213","38",106084,"933","E10000027",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","216",NA,0.0847,290264,3,0,0,0,0,NA,NA,NA,NA,NA,NA
"61","Private","SC455401",5,"STAFFORDSHIRE",NA,NA,"Good",2014-10-09,1,NA,"2015-04-14",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,0,NA,NA,NA,NA,NA,3
"62","Private","SC412125",4,"NORTHAMPTONSHIRE",NA,NA,"Outstanding",2014-10-09,1,NA,"2015-05-01",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106077,"928","E10000021",2023,"net gain","net gain","Net gain of children by responsible LA","z",NA,2023,"z",139395,"928","E10000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","z","z",106075,"928","E10000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","z",NA,0.1511,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,4
"63","Private","SC443658",7,"BURY",NA,NA,"Good",2014-10-09,1,NA,"2016-02-14",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105777,"351","E08000002",2023,"net gain","net gain","Net gain of children by responsible LA","36",NA,2023,"350",136635,"351","E08000002",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","174","50",105775,"351","E08000002",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","210",NA,0.2416,236438,36,0,0,0,0,NA,NA,NA,NA,NA,3
"64","Local Authority","SC039243",8,"LANCASHIRE",NA,NA,"Good",2014-10-08,1,NA,"2016-02-29",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,0,NA,NA,NA,NA,NA,3
"65","Private","SC367465",3,"LINCOLNSHIRE",NA,NA,NA,2014-10-08,1,NA,"2015-07-22",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106071,"925","E10000019",2023,"net gain","net gain","Net gain of children by responsible LA","425",NA,2023,"728",139326,"925","E10000019",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","159","22",106069,"925","E10000019",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","584",NA,0.1463,227445,425,1,0,0,0,NA,NA,NA,NA,NA,NA
"66","Private","SC409730",5,"BIRMINGHAM",NA,NA,NA,2014-10-08,1,NA,"2015-04-29",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105738,"330","E08000025",2023,"net gain","net gain","Net gain of children by responsible LA","178",NA,2023,"2201",139809,"330","E08000025",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","888","40",105736,"330","E08000025",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1066",NA,0.5792,229962,178,0,0,0,0,NA,NA,NA,NA,NA,NA
"67","Private","SC417285",2,"SWINDON",NA,NA,NA,2014-10-02,1,NA,"2015-06-23",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105966,"866","E06000030",2023,"net gain","net gain","Net gain of children by responsible LA","-82",NA,2023,"338",143121,"866","E06000030",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","171","51",105964,"866","E06000030",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","89",NA,0.1566,260282,-82,0,1,0,0,NA,NA,NA,NA,NA,NA
"68","Private","SC355902",6,"WEST SUSSEX",NA,NA,"Good",2014-10-02,1,NA,"2016-03-24",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106098,"938","E10000032",2023,"net gain","net gain","Net gain of children by responsible LA","4",NA,2023,"887",142500,"938","E10000032",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","313","35",106096,"938","E10000032",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","317",NA,0.0425,380863,4,0,0,0,0,NA,NA,NA,NA,NA,3
"69","Local Authority","SC035780",7,"DERBYSHIRE",NA,NA,"Inadequate",2014-09-24,1,NA,"2015-08-03",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105906,"830","E10000007",2023,"net gain","net gain","Net gain of children by responsible LA","24",NA,2023,"995",139188,"830","E10000007",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","492","49",105904,"830","E10000007",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","516",NA,0.1303,231635,24,0,0,0,0,NA,NA,NA,NA,NA,1
"70","Private","SC407760",3,"DEVON",NA,NA,NA,2014-09-24,1,NA,"2015-04-02",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105999,"878","E10000008",2023,"net gain","net gain","Net gain of children by responsible LA","85",NA,2023,"893",143535,"878","E10000008",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","257","29",105997,"878","E10000008",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","342",NA,0.0467,327044,85,0,0,0,0,NA,NA,NA,NA,NA,NA
"71","Private","SC363933",6,"NORTHAMPTONSHIRE",NA,NA,"Good",2014-09-23,1,NA,"2015-12-08",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106077,"928","E10000021",2023,"net gain","net gain","Net gain of children by responsible LA","z",NA,2023,"z",139395,"928","E10000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","z","z",106075,"928","E10000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","z",NA,0.1511,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,3
"72","Local Authority","SC375540",6,"ROTHERHAM",NA,NA,NA,2014-09-23,1,NA,"2015-10-13",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105810,"372","E08000018",2023,"net gain","net gain","Net gain of children by responsible LA","-94",NA,2023,"542",138222,"372","E08000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","297","55",105808,"372","E08000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","203",NA,0.3571,184845,-94,0,1,0,0,NA,NA,NA,NA,NA,NA
"73","Private","SC053669",6,"LEICESTER",NA,NA,"Good",2014-09-17,1,NA,"2015-07-28",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105951,"856","E06000016",2023,"net gain","net gain","Net gain of children by responsible LA","-218",NA,2023,"630",138843,"856","E06000016",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","394","63",105949,"856","E06000016",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","176",NA,0.3713,235167,-218,0,1,0,0,NA,NA,NA,NA,NA,3
"74","Private","SC050173",3,"LEICESTERSHIRE",NA,NA,"Good",2014-09-11,1,NA,"2016-01-08",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105948,"855","E10000018",2023,"net gain","net gain","Net gain of children by responsible LA","345",NA,2023,"681",139257,"855","E10000018",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","250","37",105946,"855","E10000018",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","595",NA,0.0247,286368,345,1,0,0,0,NA,NA,NA,NA,NA,3
"75","Private","SC363385",4,"NORTHAMPTONSHIRE",NA,NA,NA,2014-08-29,1,NA,"2015-07-06",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106077,"928","E10000021",2023,"net gain","net gain","Net gain of children by responsible LA","z",NA,2023,"z",139395,"928","E10000021",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","z","z",106075,"928","E10000021",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","z",NA,0.1511,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA
"76","Private","SC068181",2,"ESSEX",NA,NA,"Good",2014-08-28,1,NA,"2016-01-22",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106008,"881","E10000012",2023,"net gain","net gain","Net gain of children by responsible LA","486",NA,2023,"1164",140982,"881","E10000012",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","267","23",106006,"881","E10000012",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","753",NA,0.0926,358884,486,0,0,0,0,NA,NA,NA,NA,NA,3
"77","Private","SC008342",5,"SALFORD",NA,NA,"Good",2014-08-27,1,NA,"2015-10-26",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,105789,"355","E08000006",2023,"net gain","net gain","Net gain of children by responsible LA","-81",NA,2023,"554",136911,"355","E08000006",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","241","44",105787,"355","E08000006",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","160",NA,0.472,230165,-81,0,0,0,0,NA,NA,NA,NA,NA,3
"78","Private","SC050766",5,"LANCASHIRE",NA,NA,"Good",2014-08-18,1,NA,"2015-10-19",NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,0,NA,NA,NA,NA,NA,3
